id,distributionReceiptId,flowerId,receivedQuantity,damagedQuantity,missingQuantity
10511,10511,3,43,1,0
10512,10512,3,60,1,0
10513,10513,4,98,2,2
10514,10514,4,57,2,0
10515,10515,4,37,1,0
10516,10516,4,69,2,0
10517,10517,5,97,2,0
10518,10518,5,77,0,1
10519,10519,5,69,1,1
10520,10520,5,103,2,1
10521,10521,6,83,2,1
10522,10522,6,36,1,1
10523,10523,6,32,0,0
10524,10524,6,21,0,0
10525,10525,7,32,0,0
10526,10526,7,36,0,1
10527,10527,7,25,1,0
10528,10528,7,82,0,1
10529,10529,8,46,1,1
10530,10530,8,44,0,1
10531,10531,8,21,1,0
10532,10532,8,75,1,1
10533,10533,9,64,2,0
10534,10534,9,99,1,1
10535,10535,9,33,0,0
10536,10536,9,41,0,0
10537,10537,10,102,0,1
10538,10538,10,55,0,1
10539,10539,10,41,0,1
10540,10540,10,29,0,0
10541,10541,11,94,1,1
10542,10542,11,48,1,0
10543,10543,11,55,1,0
10544,10544,11,41,0,0
10545,10545,12,79,2,0
10546,10546,12,73,2,1
10547,10547,12,32,1,1
10548,10548,12,77,1,0
10549,10549,13,58,1,1
10550,10550,13,47,1,0
10551,10551,13,48,0,0
10552,10552,13,58,0,0
10553,10553,14,65,1,1
10554,10554,14,35,0,0
10555,10555,14,43,1,1
10556,10556,14,91,0,1
10557,10557,15,90,2,1
10558,10558,15,55,1,1
10559,10559,15,17,1,0
10560,10560,15,139,4,2
10561,10561,16,73,0,1
10562,10562,16,74,1,1
10563,10563,16,34,1,1
10564,10564,16,58,0,0
10565,10565,17,53,1,0
10566,10566,17,92,3,0
10567,10567,17,77,1,1
10568,10568,17,86,1,1
10569,10569,18,111,2,1
10570,10570,18,29,0,0
10571,10571,18,33,0,0
10572,10572,18,69,0,1
10573,10573,19,62,0,1
10574,10574,19,66,0,0
10575,10575,19,71,0,0
10576,10576,19,47,1,0
10577,10577,20,109,0,1
10578,10578,20,68,1,0
10579,10579,20,22,0,0
10580,10580,20,43,1,0
10581,10581,21,53,1,1
10582,10582,21,49,1,0
10583,10583,21,24,1,0
10584,10584,21,59,0,1
10585,10585,22,103,1,0
10586,10586,22,40,1,1
10587,10587,22,30,0,0
10588,10588,22,51,1,0
10589,10589,23,120,2,0
10590,10590,23,70,2,1
10591,10591,23,56,0,1
10592,10592,23,54,2,0
10593,10593,24,83,0,1
10594,10594,24,20,0,0
10595,10595,24,18,0,0
10596,10596,24,64,2,0
10597,10597,25,89,2,1
10598,10598,25,37,1,0
10599,10599,25,57,2,1
10600,10600,25,98,2,1
10601,10601,26,122,4,2
10602,10602,26,61,1,0
10603,10603,26,31,0,1
10604,10604,26,27,0,0
10605,10605,27,74,2,1
10606,10606,27,57,1,1
10607,10607,27,47,0,1
10608,10608,27,41,0,1
10609,10609,28,92,3,0
10610,10610,28,32,1,0
10611,10611,28,48,1,1
10612,10612,28,62,0,1
10613,10613,29,49,1,1
10614,10614,29,45,1,0
10615,10615,29,45,1,0
10616,10616,29,52,0,0
10617,10617,30,76,2,0
10618,10618,30,36,1,1
10619,10619,30,17,0,0
10620,10620,30,106,2,1
10621,10621,31,86,0,1
10622,10622,31,36,0,0
10623,10623,31,60,1,1
10624,10624,31,141,1,0
10625,10625,32,87,3,2
10626,10626,32,41,1,1
10627,10627,32,28,0,0
10628,10628,32,27,0,0
10629,10629,33,58,1,1
10630,10630,33,70,0,1
10631,10631,33,55,0,0
10632,10632,33,43,1,0
10633,10633,34,55,1,1
10634,10634,34,64,0,1
10635,10635,34,20,1,0
10636,10636,34,67,1,0
10637,10637,35,52,2,1
10638,10638,35,34,1,0
10639,10639,35,47,1,1
10640,10640,35,83,2,1
10641,10641,1,40,1,1
10642,10642,1,24,0,0
10643,10643,1,22,0,0
10644,10644,1,29,0,0
10645,10645,2,32,0,0
10646,10646,2,28,0,0
10647,10647,2,33,0,0
10648,10648,2,33,1,0
10649,10649,3,35,1,1
10650,10650,3,19,0,0
10651,10651,3,17,0,0
10652,10652,3,35,1,1
10653,10653,4,43,1,0
10654,10654,4,28,0,0
10655,10655,4,43,1,0
10656,10656,4,32,1,0
10657,10657,5,34,0,0
10658,10658,5,14,0,0
10659,10659,5,28,0,0
10660,10660,5,31,1,0
10661,10661,6,25,0,0
10662,10662,6,22,0,0
10663,10663,6,14,0,0
10664,10664,6,30,0,0
10665,10665,7,82,0,2
10666,10666,7,33,1,0
10667,10667,7,24,0,0
10668,10668,7,19,0,0
10669,10669,8,29,1,0
10670,10670,8,11,0,0
10671,10671,8,35,1,0
10672,10672,8,33,0,0
10673,10673,9,38,0,1
10674,10674,9,23,1,0
10675,10675,9,32,0,0
10676,10676,9,39,0,1
10677,10677,10,35,1,1
10678,10678,10,32,1,0
10679,10679,10,34,1,0
10680,10680,10,36,1,0
10681,10681,11,40,0,0
10682,10682,11,29,1,1
10683,10683,11,22,1,0
10684,10684,11,48,0,1
10685,10685,12,49,0,1
10686,10686,12,39,1,0
10687,10687,12,25,0,0
10688,10688,12,44,1,0
10689,10689,13,43,1,1
10690,10690,13,31,0,1
10691,10691,13,9,0,0
10692,10692,13,29,1,0
10693,10693,14,33,0,0
10694,10694,14,33,1,0
10695,10695,14,15,0,0
10696,10696,14,29,1,0
10697,10697,15,36,0,0
10698,10698,15,33,0,0
10699,10699,15,25,0,0
10700,10700,15,48,0,0
10701,10701,16,31,0,1
10702,10702,16,25,1,0
10703,10703,16,30,0,1
10704,10704,16,29,0,1
10705,10705,17,19,0,0
10706,10706,17,18,0,0
10707,10707,17,17,0,0
10708,10708,17,44,0,1
10709,10709,18,11,0,0
10710,10710,18,15,0,0
10711,10711,18,26,1,0
10712,10712,18,22,0,0
10713,10713,19,13,0,0
10714,10714,19,26,0,0
10715,10715,19,35,0,1
10716,10716,19,47,1,0
10717,10717,20,44,1,0
10718,10718,20,36,1,0
10719,10719,20,10,0,0
10720,10720,20,36,0,0
10721,10721,21,39,1,0
10722,10722,21,24,0,0
10723,10723,21,19,0,0
10724,10724,21,37,1,1
10725,10725,22,28,1,0
10726,10726,22,28,0,1
10727,10727,22,14,0,0
10728,10728,22,29,1,0
10729,10729,23,29,0,1
10730,10730,23,20,1,0
10731,10731,23,22,0,0
10732,10732,23,55,1,0
10733,10733,24,64,0,1
10734,10734,24,9,0,0
10735,10735,24,27,1,0
10736,10736,24,53,0,0
10737,10737,25,40,1,0
10738,10738,25,59,1,0
10739,10739,25,29,0,1
10740,10740,25,76,2,1
10741,10741,26,49,1,0
10742,10742,26,13,0,0
10743,10743,26,20,0,0
10744,10744,26,32,1,0
10745,10745,27,46,1,0
10746,10746,27,44,0,1
10747,10747,27,24,0,0
10748,10748,27,52,1,1
10749,10749,28,33,1,0
10750,10750,28,20,0,0
10751,10751,28,31,0,0
10752,10752,28,31,0,0
10753,10753,29,52,1,1
10754,10754,29,42,0,1
10755,10755,29,29,0,0
10756,10756,29,48,1,1
10757,10757,30,59,1,1
10758,10758,30,20,0,0
10759,10759,30,13,0,0
10760,10760,30,23,1,0
10761,10761,31,53,1,1
10762,10762,31,31,1,0
10763,10763,31,16,1,0
10764,10764,31,45,1,0
10765,10765,32,21,1,0
10766,10766,32,35,1,0
10767,10767,32,38,1,0
10768,10768,32,31,1,0
10769,10769,33,41,1,1
10770,10770,33,26,0,0
10771,10771,33,29,1,0
10772,10772,33,48,1,0
10773,10773,34,54,1,0
10774,10774,34,17,0,0
10775,10775,34,25,0,0
10776,10776,34,40,0,1
10777,10777,35,49,0,0
10778,10778,35,35,1,0
10779,10779,35,29,0,0
10780,10780,35,30,1,0
10781,10781,1,73,1,1
10782,10782,1,32,1,0
10783,10783,1,28,0,1
10784,10784,1,28,0,0
10785,10785,2,43,1,0
10786,10786,2,50,1,0
10787,10787,2,20,0,0
10788,10788,2,57,1,0
10789,10789,3,83,1,0
10790,10790,3,20,0,0
10791,10791,3,21,0,0
10792,10792,3,31,0,0
10793,10793,4,44,1,1
10794,10794,4,41,0,0
10795,10795,4,34,0,0
10796,10796,4,38,1,0
10797,10797,5,41,0,0
10798,10798,5,16,0,0
10799,10799,5,35,1,0
10800,10800,5,52,0,1
10801,10801,6,42,1,0
10802,10802,6,41,1,1
10803,10803,6,23,0,0
10804,10804,6,35,0,1
10805,10805,7,54,1,1
10806,10806,7,15,0,0
10807,10807,7,16,0,0
10808,10808,7,27,0,0
10809,10809,8,23,0,0
10810,10810,8,28,0,0
10811,10811,8,5,0,0
10812,10812,8,62,1,1
10813,10813,9,35,1,0
10814,10814,9,27,0,0
10815,10815,9,43,1,0
10816,10816,9,46,1,1
10817,10817,10,64,2,1
10818,10818,10,18,0,0
10819,10819,10,39,0,0
10820,10820,10,44,0,0
10821,10821,11,55,1,0
10822,10822,11,14,0,0
10823,10823,11,25,0,0
10824,10824,11,26,0,0
10825,10825,12,24,0,0
10826,10826,12,31,0,0
10827,10827,12,13,0,0
10828,10828,12,11,0,0
10829,10829,13,59,0,1
10830,10830,13,42,0,0
10831,10831,13,33,0,0
10832,10832,13,44,1,1
10833,10833,14,47,1,1
10834,10834,14,26,0,0
10835,10835,14,25,0,0
10836,10836,14,20,0,0
10837,10837,15,56,0,0
10838,10838,15,44,0,0
10839,10839,15,48,1,0
10840,10840,15,34,1,1
10841,10841,16,22,0,0
10842,10842,16,15,0,0
10843,10843,16,21,0,0
10844,10844,16,26,1,1
10845,10845,17,64,1,1
10846,10846,17,30,0,0
10847,10847,17,16,0,0
10848,10848,17,21,0,0
10849,10849,18,53,1,1
10850,10850,18,30,1,0
10851,10851,18,26,0,0
10852,10852,18,41,1,1
10853,10853,19,35,1,0
10854,10854,19,35,1,0
10855,10855,19,12,0,0
10856,10856,19,39,0,1
10857,10857,20,60,0,1
10858,10858,20,63,1,1
10859,10859,20,23,1,0
10860,10860,20,42,1,1
10861,10861,21,25,0,0
10862,10862,21,14,0,0
10863,10863,21,16,0,0
10864,10864,21,51,1,0
10865,10865,22,31,0,0
10866,10866,22,24,0,0
10867,10867,22,13,0,0
10868,10868,22,15,0,0
10869,10869,23,39,1,0
10870,10870,23,14,0,0
10871,10871,23,24,0,0
10872,10872,23,40,1,0
10873,10873,24,60,2,0
10874,10874,24,13,0,0
10875,10875,24,35,0,0
10876,10876,24,56,0,0
10877,10877,25,20,0,0
10878,10878,25,33,0,0
10879,10879,25,32,1,0
10880,10880,25,51,0,0
10881,10881,26,55,0,1
10882,10882,26,39,1,0
10883,10883,26,17,0,0
10884,10884,26,42,1,0
10885,10885,27,51,1,0
10886,10886,27,12,0,0
10887,10887,27,24,0,0
10888,10888,27,64,0,1
10889,10889,28,28,0,0
10890,10890,28,33,0,0
10891,10891,28,37,0,1
10892,10892,28,28,0,1
10893,10893,29,59,1,1
10894,10894,29,53,1,1
10895,10895,29,22,0,0
10896,10896,29,33,0,0
10897,10897,30,34,1,0
10898,10898,30,18,0,0
10899,10899,30,31,0,0
10900,10900,30,69,0,1
10901,10901,31,31,0,0
10902,10902,31,27,1,1
10903,10903,31,27,1,0
10904,10904,31,39,0,1
10905,10905,32,53,1,0
10906,10906,32,14,0,0
10907,10907,32,33,0,0
10908,10908,32,11,0,0
10909,10909,33,66,0,1
10910,10910,33,16,0,0
10911,10911,33,17,0,0
10912,10912,33,16,0,0
10913,10913,34,37,1,1
10914,10914,34,10,0,0
10915,10915,34,26,0,0
10916,10916,34,35,1,1
10917,10917,35,38,0,1
10918,10918,35,27,1,0
10919,10919,35,19,0,0
10920,10920,35,27,1,1
10921,10921,1,45,0,0
10922,10922,1,29,0,0
10923,10923,1,24,0,0
10924,10924,1,22,1,0
10925,10925,2,32,1,0
10926,10926,2,38,1,0
10927,10927,2,12,0,0
10928,10928,2,60,1,0
10929,10929,3,50,1,0
10930,10930,3,17,0,0
10931,10931,3,46,0,1
10932,10932,3,30,0,0
10933,10933,4,33,1,1
10934,10934,4,36,1,0
10935,10935,4,25,0,0
10936,10936,4,25,0,0
10937,10937,5,41,1,1
10938,10938,5,18,1,0
10939,10939,5,14,0,0
10940,10940,5,62,0,0
10941,10941,6,29,0,0
10942,10942,6,37,1,1
10943,10943,6,35,0,1
10944,10944,6,45,1,0
10945,10945,7,50,1,1
10946,10946,7,25,0,0
10947,10947,7,35,1,0
10948,10948,7,42,1,0
10949,10949,8,45,1,0
10950,10950,8,41,1,0
10951,10951,8,18,1,0
10952,10952,8,53,0,0
10953,10953,9,34,0,1
10954,10954,9,33,1,1
10955,10955,9,31,1,0
10956,10956,9,32,1,0
10957,10957,10,39,1,0
10958,10958,10,23,0,0
10959,10959,10,15,0,0
10960,10960,10,12,0,0
10961,10961,11,28,0,0
10962,10962,11,23,0,0
10963,10963,11,18,0,0
10964,10964,11,49,1,1
10965,10965,12,47,1,1
10966,10966,12,33,0,1
10967,10967,12,38,1,1
10968,10968,12,28,1,0
10969,10969,13,66,1,0
10970,10970,13,57,1,0
10971,10971,13,17,0,0
10972,10972,13,29,0,0
10973,10973,14,50,1,0
10974,10974,14,36,1,0
10975,10975,14,28,1,0
10976,10976,14,34,1,0
10977,10977,15,48,1,1
10978,10978,15,48,1,0
10979,10979,15,30,0,0
10980,10980,15,34,1,0
10981,10981,16,21,0,0
10982,10982,16,24,0,0
10983,10983,16,10,0,0
10984,10984,16,32,0,0
10985,10985,17,72,2,1
10986,10986,17,27,0,0
10987,10987,17,22,0,0
10988,10988,17,46,0,0
10989,10989,18,26,1,0
10990,10990,18,31,1,0
10991,10991,18,24,1,0
10992,10992,18,34,0,0
10993,10993,19,102,2,2
10994,10994,19,44,0,0
10995,10995,19,44,0,0
10996,10996,19,21,0,0
10997,10997,20,42,0,0
10998,10998,20,38,0,0
10999,10999,20,35,1,0
11000,11000,20,49,0,0
11001,11001,21,72,1,1
11002,11002,21,67,0,0
11003,11003,21,33,0,0
11004,11004,21,51,0,0
11005,11005,22,29,1,0
11006,11006,22,13,0,0
11007,11007,22,20,0,0
11008,11008,22,59,1,0
11009,11009,23,79,1,0
11010,11010,23,45,1,0
11011,11011,23,55,1,1
11012,11012,23,41,0,0
11013,11013,24,42,1,1
11014,11014,24,38,1,1
11015,11015,24,15,0,0
11016,11016,24,33,1,1
11017,11017,25,17,0,0
11018,11018,25,32,1,0
11019,11019,25,18,0,0
11020,11020,25,45,1,1
11021,11021,26,35,0,1
11022,11022,26,26,0,0
11023,11023,26,17,0,0
11024,11024,26,36,0,0
11025,11025,27,35,1,1
11026,11026,27,20,0,0
11027,11027,27,8,0,0
11028,11028,27,50,1,0
11029,11029,28,57,2,0
11030,11030,28,33,0,0
11031,11031,28,31,1,0
11032,11032,28,42,0,1
11033,11033,29,30,0,0
11034,11034,29,72,2,0
11035,11035,29,45,0,1
11036,11036,29,41,1,0
11037,11037,30,23,0,0
11038,11038,30,25,0,0
11039,11039,30,23,0,0
11040,11040,30,38,0,0
11041,11041,31,42,1,1
11042,11042,31,40,1,1
11043,11043,31,21,0,0
11044,11044,31,60,2,1
11045,11045,32,40,1,0
11046,11046,32,21,1,0
11047,11047,32,54,1,0
11048,11048,32,25,1,0
11049,11049,33,40,0,0
11050,11050,33,6,0,0
11051,11051,33,41,1,0
11052,11052,33,39,1,0
11053,11053,34,62,2,1
11054,11054,34,28,0,0
11055,11055,34,16,0,0
11056,11056,34,46,0,0
11057,11057,35,84,3,1
11058,11058,35,21,1,0
11059,11059,35,33,0,1
11060,11060,35,37,1,1
11061,11061,1,33,0,1
11062,11062,1,27,1,0
11063,11063,1,39,1,0
11064,11064,1,62,1,0
11065,11065,2,58,1,1
11066,11066,2,33,0,0
11067,11067,2,13,0,0
11068,11068,2,49,0,0
11069,11069,3,35,1,0
11070,11070,3,100,3,2
11071,11071,3,39,1,0
11072,11072,3,33,1,1
11073,11073,4,66,1,1
11074,11074,4,23,1,0
11075,11075,4,32,1,0
11076,11076,4,25,1,0
11077,11077,5,38,1,0
11078,11078,5,41,1,1
11079,11079,5,20,0,0
11080,11080,5,41,1,0
11081,11081,6,44,1,0
11082,11082,6,18,0,0
11083,11083,6,18,0,0
11084,11084,6,36,0,0
11085,11085,7,60,1,1
11086,11086,7,49,0,1
11087,11087,7,15,0,0
11088,11088,7,28,0,0
11089,11089,8,46,0,0
11090,11090,8,50,2,0
11091,11091,8,37,0,0
11092,11092,8,47,0,0
11093,11093,9,56,1,1
11094,11094,9,16,0,0
11095,11095,9,54,0,1
11096,11096,9,52,1,0
11097,11097,10,36,0,0
11098,11098,10,25,0,0
11099,11099,10,39,0,1
11100,11100,10,28,0,0
11101,11101,11,38,1,0
11102,11102,11,36,0,0
11103,11103,11,31,0,0
11104,11104,11,43,1,1
11105,11105,12,82,1,2
11106,11106,12,63,2,1
11107,11107,12,40,1,0
11108,11108,12,51,0,1
11109,11109,13,61,2,1
11110,11110,13,45,0,1
11111,11111,13,23,0,0
11112,11112,13,38,1,1
11113,11113,14,51,1,0
11114,11114,14,65,2,1
11115,11115,14,16,0,0
11116,11116,14,78,2,0
11117,11117,15,32,0,0
11118,11118,15,21,1,0
11119,11119,15,32,1,0
11120,11120,15,50,0,0
11121,11121,16,49,1,0
11122,11122,16,55,1,1
11123,11123,16,43,1,1
11124,11124,16,29,0,0
11125,11125,17,66,1,0
11126,11126,17,50,1,0
11127,11127,17,19,0,0
11128,11128,17,29,0,0
11129,11129,18,39,0,0
11130,11130,18,18,0,0
11131,11131,18,22,1,0
11132,11132,18,46,0,1
11133,11133,19,45,1,1
11134,11134,19,26,0,0
11135,11135,19,41,1,0
11136,11136,19,42,0,0
11137,11137,20,46,1,1
11138,11138,20,20,0,0
11139,11139,20,26,1,0
11140,11140,20,45,1,1
11141,11141,21,67,1,0
11142,11142,21,92,1,2
11143,11143,21,28,1,0
11144,11144,21,41,1,0
11145,11145,22,55,1,1
11146,11146,22,49,1,1
11147,11147,22,41,1,0
11148,11148,22,36,0,1
11149,11149,23,58,0,0
11150,11150,23,23,0,0
11151,11151,23,36,1,0
11152,11152,23,66,2,1
11153,11153,24,49,0,0
11154,11154,24,23,0,0
11155,11155,24,25,0,0
11156,11156,24,52,1,1
11157,11157,25,29,0,0
11158,11158,25,62,1,1
11159,11159,25,38,0,0
11160,11160,25,21,1,0
11161,11161,26,44,1,0
11162,11162,26,30,1,0
11163,11163,26,51,1,1
11164,11164,26,71,0,1
11165,11165,27,44,1,0
11166,11166,27,31,0,0
11167,11167,27,32,1,1
11168,11168,27,57,2,0
11169,11169,28,49,1,1
11170,11170,28,48,0,0
11171,11171,28,34,1,1
11172,11172,28,70,0,0
11173,11173,29,41,1,0
11174,11174,29,30,1,1
11175,11175,29,45,1,0
11176,11176,29,24,0,0
11177,11177,30,39,1,1
11178,11178,30,22,0,0
11179,11179,30,19,1,0
11180,11180,30,41,1,1
11181,11181,31,89,0,1
11182,11182,31,44,1,1
11183,11183,31,19,1,0
11184,11184,31,51,2,1
11185,11185,32,96,1,1
11186,11186,32,18,1,0
11187,11187,32,19,0,0
11188,11188,32,55,2,1
11189,11189,33,69,0,1
11190,11190,33,40,0,1
11191,11191,33,34,0,0
11192,11192,33,48,0,1
11193,11193,34,31,1,0
11194,11194,34,32,1,0
11195,11195,34,53,1,0
11196,11196,34,20,0,0
11197,11197,35,69,1,0
11198,11198,35,43,1,1
11199,11199,35,40,0,1
11200,11200,35,26,0,0
11201,11201,1,45,1,0
11202,11202,1,79,1,1
11203,11203,1,41,1,1
11204,11204,1,34,0,0
11205,11205,2,56,0,1
11206,11206,2,54,1,0
11207,11207,2,22,0,0
11208,11208,2,40,0,0
11209,11209,3,62,1,0
11210,11210,3,66,0,0
11211,11211,3,49,0,1
11212,11212,3,63,1,1
11213,11213,4,77,1,1
11214,11214,4,49,0,1
11215,11215,4,19,0,0
11216,11216,4,82,2,0
11217,11217,5,86,1,0
11218,11218,5,33,0,1
11219,11219,5,38,0,0
11220,11220,5,74,1,1
11221,11221,6,73,2,1
11222,11222,6,40,1,0
11223,11223,6,23,0,0
11224,11224,6,57,2,0
11225,11225,7,76,1,0
11226,11226,7,44,1,1
11227,11227,7,31,0,0
11228,11228,7,74,2,1
11229,11229,8,44,0,0
11230,11230,8,38,0,1
11231,11231,8,25,1,0
11232,11232,8,29,1,0
11233,11233,9,66,1,0
11234,11234,9,50,1,0
11235,11235,9,49,1,0
11236,11236,9,79,1,0
11237,11237,10,45,1,1
11238,11238,10,60,1,0
11239,11239,10,52,0,1
11240,11240,10,91,2,1
11241,11241,11,42,1,0
11242,11242,11,43,0,0
11243,11243,11,49,1,1
11244,11244,11,26,1,0
11245,11245,12,23,0,0
11246,11246,12,48,1,0
11247,11247,12,47,0,0
11248,11248,12,42,0,1
11249,11249,13,36,0,1
11250,11250,13,33,1,0
11251,11251,13,29,0,1
11252,11252,13,69,2,1
11253,11253,14,51,1,0
11254,11254,14,81,0,0
11255,11255,14,24,0,0
11256,11256,14,55,2,1
11257,11257,15,55,1,0
11258,11258,15,78,1,0
11259,11259,15,55,1,0
11260,11260,15,82,1,1
11261,11261,16,82,1,1
11262,11262,16,37,1,0
11263,11263,16,36,1,1
11264,11264,16,61,0,0
11265,11265,17,75,1,0
11266,11266,17,84,1,1
11267,11267,17,43,1,0
11268,11268,17,67,1,0
11269,11269,18,87,1,0
11270,11270,18,29,1,0
11271,11271,18,37,0,0
11272,11272,18,28,0,0
11273,11273,19,47,1,1
11274,11274,19,62,1,1
11275,11275,19,16,0,0
11276,11276,19,53,0,0
11277,11277,20,42,0,0
11278,11278,20,45,1,0
11279,11279,20,33,0,0
11280,11280,20,99,3,2
11281,11281,21,90,0,1
11282,11282,21,53,0,1
11283,11283,21,15,0,0
11284,11284,21,56,1,1
11285,11285,22,72,1,0
11286,11286,22,67,1,1
11287,11287,22,49,1,1
11288,11288,22,67,0,1
11289,11289,23,26,0,0
11290,11290,23,33,1,0
11291,11291,23,55,1,1
11292,11292,23,29,1,0
11293,11293,24,75,2,0
11294,11294,24,47,0,0
11295,11295,24,55,1,1
11296,11296,24,74,0,1
11297,11297,25,79,2,0
11298,11298,25,75,0,0
11299,11299,25,47,0,1
11300,11300,25,33,1,0
11301,11301,26,62,1,0
11302,11302,26,38,1,1
11303,11303,26,22,0,0
11304,11304,26,41,1,0
11305,11305,27,72,1,0
11306,11306,27,36,0,1
11307,11307,27,29,0,0
11308,11308,27,25,0,0
11309,11309,28,67,1,0
11310,11310,28,48,1,1
11311,11311,28,59,1,1
11312,11312,28,57,1,1
11313,11313,29,142,1,3
11314,11314,29,20,1,0
11315,11315,29,41,0,0
11316,11316,29,41,1,1
11317,11317,30,31,1,0
11318,11318,30,41,0,0
11319,11319,30,46,1,1
11320,11320,30,44,0,0
11321,11321,31,69,2,1
11322,11322,31,27,1,0
11323,11323,31,32,1,0
11324,11324,31,87,2,1
11325,11325,32,65,0,1
11326,11326,32,15,0,0
11327,11327,32,40,0,0
11328,11328,32,86,1,0
11329,11329,33,60,1,0
11330,11330,33,18,0,0
11331,11331,33,13,0,0
11332,11332,33,69,1,0
11333,11333,34,14,0,0
11334,11334,34,43,0,0
11335,11335,34,31,1,0
11336,11336,34,55,1,0
11337,11337,35,64,0,0
11338,11338,35,53,0,0
11339,11339,35,22,0,0
11340,11340,35,33,1,0
11341,11341,1,118,3,2
11342,11342,1,122,1,2
11343,11343,1,37,0,0
11344,11344,1,87,1,0
11345,11345,2,126,0,2
11346,11346,2,127,3,0
11347,11347,2,55,1,0
11348,11348,2,66,0,1
11349,11349,3,138,2,2
11350,11350,3,78,2,2
11351,11351,3,44,1,1
11352,11352,3,58,1,1
11353,11353,4,124,0,1
11354,11354,4,30,1,1
11355,11355,4,116,0,1
11356,11356,4,43,1,1
11357,11357,5,133,2,0
11358,11358,5,103,2,2
11359,11359,5,90,1,0
11360,11360,5,80,1,1
11361,11361,6,78,1,1
11362,11362,6,76,2,1
11363,11363,6,104,1,2
11364,11364,6,78,2,1
11365,11365,7,194,5,3
11366,11366,7,26,0,0
11367,11367,7,23,1,0
11368,11368,7,186,4,1
11369,11369,8,88,1,1
11370,11370,8,69,1,0
11371,11371,8,72,2,1
11372,11372,8,143,3,1
11373,11373,9,24,0,0
11374,11374,9,109,2,2
11375,11375,9,49,1,1
11376,11376,9,51,0,1
11377,11377,10,118,1,2
11378,11378,10,55,1,0
11379,11379,10,90,0,2
11380,11380,10,110,2,2
11381,11381,11,151,2,0
11382,11382,11,192,4,4
11383,11383,11,82,2,0
11384,11384,11,67,1,1
11385,11385,12,72,2,1
11386,11386,12,61,1,1
11387,11387,12,92,1,1
11388,11388,12,157,5,1
11389,11389,13,123,4,2
11390,11390,13,106,1,2
11391,11391,13,138,4,2
11392,11392,13,70,2,1
11393,11393,14,92,1,0
11394,11394,14,78,2,1
11395,11395,14,56,1,1
11396,11396,14,107,3,0
11397,11397,15,184,2,1
11398,11398,15,62,1,1
11399,11399,15,72,1,1
11400,11400,15,87,1,2
11401,11401,16,202,5,2
11402,11402,16,35,0,0
11403,11403,16,47,1,0
11404,11404,16,103,1,2
11405,11405,17,113,3,2
11406,11406,17,65,0,0
11407,11407,17,81,2,0
11408,11408,17,101,1,0
11409,11409,18,141,3,2
11410,11410,18,50,1,1
11411,11411,18,48,1,0
11412,11412,18,36,0,1
11413,11413,19,89,2,0
11414,11414,19,78,2,1
11415,11415,19,89,2,0
11416,11416,19,149,2,2
11417,11417,20,146,3,1
11418,11418,20,110,2,1
11419,11419,20,35,1,0
11420,11420,20,169,3,2
11421,11421,21,140,3,1
11422,11422,21,131,1,1
11423,11423,21,66,0,0
11424,11424,21,142,2,0
11425,11425,22,203,5,3
11426,11426,22,79,1,2
11427,11427,22,65,1,1
11428,11428,22,90,1,2
11429,11429,23,160,4,2
11430,11430,23,57,1,1
11431,11431,23,112,0,1
11432,11432,23,113,3,2
11433,11433,24,106,1,1
11434,11434,24,46,1,1
11435,11435,24,84,1,1
11436,11436,24,64,2,1
11437,11437,25,154,1,1
11438,11438,25,75,0,1
11439,11439,25,68,2,1
11440,11440,25,132,0,0
11441,11441,26,178,5,0
11442,11442,26,85,3,2
11443,11443,26,84,0,1
11444,11444,26,169,4,3
11445,11445,27,96,1,1
11446,11446,27,42,1,0
11447,11447,27,48,1,0
11448,11448,27,78,1,0
11449,11449,28,82,2,1
11450,11450,28,61,0,0
11451,11451,28,105,0,1
11452,11452,28,171,5,1
11453,11453,29,69,1,0
11454,11454,29,76,1,0
11455,11455,29,96,0,1
11456,11456,29,250,5,3
11457,11457,30,78,2,1
11458,11458,30,55,1,0
11459,11459,30,83,2,0
11460,11460,30,59,2,1
11461,11461,31,101,1,1
11462,11462,31,89,3,0
11463,11463,31,39,1,1
11464,11464,31,181,1,0
11465,11465,32,134,0,2
11466,11466,32,72,2,1
11467,11467,32,86,2,0
11468,11468,32,75,2,1
11469,11469,33,81,2,1
11470,11470,33,64,1,1
11471,11471,33,114,3,1
11472,11472,33,82,1,2
11473,11473,34,63,1,0
11474,11474,34,75,2,1
11475,11475,34,84,1,0
11476,11476,34,81,1,1
11477,11477,35,28,0,0
11478,11478,35,27,1,0
11479,11479,35,95,0,1
11480,11480,35,99,1,1
11481,11481,1,77,1,0
11482,11482,1,44,1,0
11483,11483,1,41,0,0
11484,11484,1,55,0,0
11485,11485,2,100,1,2
11486,11486,2,40,1,1
11487,11487,2,29,0,0
11488,11488,2,82,1,1
11489,11489,3,170,4,3
11490,11490,3,85,2,0
11491,11491,3,43,0,0
11492,11492,3,51,1,1
11493,11493,4,180,2,1
11494,11494,4,58,1,0
11495,11495,4,42,0,0
11496,11496,4,69,1,1
11497,11497,5,105,2,2
11498,11498,5,51,2,0
11499,11499,5,71,2,0
11500,11500,5,114,1,2
11501,11501,6,163,0,1
11502,11502,6,126,4,2
11503,11503,6,22,0,0
11504,11504,6,72,0,1
11505,11505,7,115,2,1
11506,11506,7,118,1,0
11507,11507,7,63,1,1
