id,farmId,receivedDate,status
777,2,2025-12-31,COMPLETED
778,3,2025-12-31,COMPLETED
779,4,2025-12-31,COMPLETED
780,5,2025-12-31,COMPLETED
781,1,2026-01-01,COMPLETED
782,2,2026-01-01,COMPLETED
783,3,2026-01-01,COMPLETED
784,4,2026-01-01,COMPLETED
785,5,2026-01-01,COMPLETED
786,1,2026-01-02,COMPLETED
787,2,2026-01-02,COMPLETED
788,3,2026-01-02,COMPLETED
789,4,2026-01-02,COMPLETED
790,5,2026-01-02,COMPLETED
791,1,2026-01-03,COMPLETED
792,2,2026-01-03,COMPLETED
793,3,2026-01-03,COMPLETED
794,4,2026-01-03,COMPLETED
795,5,2026-01-03,COMPLETED
796,1,2026-01-04,COMPLETED
797,2,2026-01-04,COMPLETED
798,3,2026-01-04,COMPLETED
799,4,2026-01-04,COMPLETED
800,5,2026-01-04,COMPLETED
801,1,2026-01-05,COMPLETED
802,2,2026-01-05,COMPLETED
803,3,2026-01-05,COMPLETED
804,4,2026-01-05,COMPLETED
805,5,2026-01-05,COMPLETED
806,1,2026-01-06,COMPLETED
807,2,2026-01-06,COMPLETED
808,3,2026-01-06,COMPLETED
809,4,2026-01-06,COMPLETED
810,5,2026-01-06,COMPLETED
811,1,2026-01-07,COMPLETED
812,2,2026-01-07,COMPLETED
813,3,2026-01-07,COMPLETED
814,4,2026-01-07,COMPLETED
815,5,2026-01-07,COMPLETED
816,1,2026-01-08,COMPLETED
817,2,2026-01-08,COMPLETED
818,3,2026-01-08,COMPLETED
819,4,2026-01-08,COMPLETED
820,5,2026-01-08,COMPLETED
821,1,2026-01-09,COMPLETED
822,2,2026-01-09,COMPLETED
823,3,2026-01-09,COMPLETED
824,4,2026-01-09,COMPLETED
825,5,2026-01-09,COMPLETED
826,1,2026-01-10,COMPLETED
827,2,2026-01-10,COMPLETED
828,3,2026-01-10,COMPLETED
829,4,2026-01-10,COMPLETED
830,5,2026-01-10,COMPLETED
831,1,2026-01-11,COMPLETED
832,2,2026-01-11,COMPLETED
833,3,2026-01-11,COMPLETED
834,4,2026-01-11,COMPLETED
835,5,2026-01-11,COMPLETED
836,1,2026-01-12,COMPLETED
837,2,2026-01-12,COMPLETED
838,3,2026-01-12,COMPLETED
839,4,2026-01-12,COMPLETED
840,5,2026-01-12,COMPLETED
841,1,2026-01-13,COMPLETED
842,2,2026-01-13,COMPLETED
843,3,2026-01-13,COMPLETED
844,4,2026-01-13,COMPLETED
845,5,2026-01-13,COMPLETED
846,1,2026-01-14,COMPLETED
847,2,2026-01-14,COMPLETED
848,3,2026-01-14,COMPLETED
849,4,2026-01-14,COMPLETED
850,5,2026-01-14,COMPLETED
851,1,2026-01-15,COMPLETED
852,2,2026-01-15,COMPLETED
853,3,2026-01-15,COMPLETED
854,4,2026-01-15,COMPLETED
855,5,2026-01-15,COMPLETED
856,1,2026-01-16,COMPLETED
857,2,2026-01-16,COMPLETED
858,3,2026-01-16,COMPLETED
859,4,2026-01-16,COMPLETED
860,5,2026-01-16,COMPLETED
861,1,2026-01-17,COMPLETED
862,2,2026-01-17,COMPLETED
863,3,2026-01-17,COMPLETED
864,4,2026-01-17,COMPLETED
865,5,2026-01-17,COMPLETED
866,1,2026-01-18,COMPLETED
867,2,2026-01-18,COMPLETED
868,3,2026-01-18,COMPLETED
869,4,2026-01-18,COMPLETED
870,5,2026-01-18,COMPLETED
871,1,2026-01-19,COMPLETED
872,2,2026-01-19,COMPLETED
873,3,2026-01-19,COMPLETED
874,4,2026-01-19,COMPLETED
875,5,2026-01-19,COMPLETED
876,1,2026-01-20,COMPLETED
877,2,2026-01-20,COMPLETED
878,3,2026-01-20,COMPLETED
879,4,2026-01-20,COMPLETED
880,5,2026-01-20,COMPLETED
881,1,2026-01-21,COMPLETED
882,2,2026-01-21,COMPLETED
883,3,2026-01-21,COMPLETED
884,4,2026-01-21,COMPLETED
885,5,2026-01-21,COMPLETED
886,1,2026-01-22,COMPLETED
887,2,2026-01-22,COMPLETED
888,3,2026-01-22,COMPLETED
889,4,2026-01-22,COMPLETED
890,5,2026-01-22,COMPLETED
891,1,2026-01-23,COMPLETED
892,2,2026-01-23,COMPLETED
893,3,2026-01-23,COMPLETED
894,4,2026-01-23,COMPLETED
895,5,2026-01-23,COMPLETED
896,1,2026-01-24,COMPLETED
897,2,2026-01-24,COMPLETED
898,3,2026-01-24,COMPLETED
899,4,2026-01-24,COMPLETED
900,5,2026-01-24,COMPLETED
901,1,2026-01-25,COMPLETED
902,2,2026-01-25,COMPLETED
903,3,2026-01-25,COMPLETED
904,4,2026-01-25,COMPLETED
905,5,2026-01-25,COMPLETED
906,1,2026-01-26,COMPLETED
907,2,2026-01-26,COMPLETED
908,3,2026-01-26,COMPLETED
909,4,2026-01-26,COMPLETED
910,5,2026-01-26,COMPLETED
911,1,2026-01-27,COMPLETED
912,2,2026-01-27,COMPLETED
913,3,2026-01-27,COMPLETED
914,4,2026-01-27,COMPLETED
915,5,2026-01-27,COMPLETED
916,1,2026-01-28,COMPLETED
917,2,2026-01-28,COMPLETED
918,3,2026-01-28,COMPLETED
919,4,2026-01-28,COMPLETED
920,5,2026-01-28,COMPLETED
921,1,2026-01-29,COMPLETED
922,2,2026-01-29,COMPLETED
923,3,2026-01-29,COMPLETED
924,4,2026-01-29,COMPLETED
925,5,2026-01-29,COMPLETED
926,1,2026-01-30,COMPLETED
927,2,2026-01-30,COMPLETED
928,3,2026-01-30,COMPLETED
929,4,2026-01-30,COMPLETED
930,5,2026-01-30,COMPLETED
931,1,2026-01-31,COMPLETED
932,2,2026-01-31,COMPLETED
933,3,2026-01-31,COMPLETED
934,4,2026-01-31,COMPLETED
935,5,2026-01-31,COMPLETED
936,1,2026-02-01,COMPLETED
937,2,2026-02-01,COMPLETED
938,3,2026-02-01,COMPLETED
939,4,2026-02-01,COMPLETED
940,5,2026-02-01,COMPLETED
941,1,2026-02-02,COMPLETED
942,2,2026-02-02,COMPLETED
943,3,2026-02-02,COMPLETED
944,4,2026-02-02,COMPLETED
945,5,2026-02-02,COMPLETED
946,1,2026-02-03,COMPLETED
947,2,2026-02-03,COMPLETED
948,3,2026-02-03,COMPLETED
949,4,2026-02-03,COMPLETED
950,5,2026-02-03,COMPLETED
951,1,2026-02-04,COMPLETED
952,2,2026-02-04,COMPLETED
953,3,2026-02-04,COMPLETED
954,4,2026-02-04,COMPLETED
955,5,2026-02-04,COMPLETED
956,1,2026-02-05,COMPLETED
957,2,2026-02-05,COMPLETED
958,3,2026-02-05,COMPLETED
959,4,2026-02-05,COMPLETED
960,5,2026-02-05,COMPLETED
961,1,2026-02-06,COMPLETED
962,2,2026-02-06,COMPLETED
963,3,2026-02-06,COMPLETED
964,4,2026-02-06,COMPLETED
965,5,2026-02-06,COMPLETED
966,1,2026-02-07,COMPLETED
967,2,2026-02-07,COMPLETED
968,3,2026-02-07,COMPLETED
969,4,2026-02-07,COMPLETED
970,5,2026-02-07,COMPLETED
971,1,2026-02-08,COMPLETED
972,2,2026-02-08,COMPLETED
973,3,2026-02-08,COMPLETED
974,4,2026-02-08,COMPLETED
975,5,2026-02-08,COMPLETED
976,1,2026-02-09,COMPLETED
977,2,2026-02-09,COMPLETED
978,3,2026-02-09,COMPLETED
979,4,2026-02-09,COMPLETED
980,5,2026-02-09,COMPLETED
981,1,2026-02-10,COMPLETED
982,2,2026-02-10,COMPLETED
983,3,2026-02-10,COMPLETED
984,4,2026-02-10,COMPLETED
985,5,2026-02-10,COMPLETED
986,1,2026-02-11,COMPLETED
987,2,2026-02-11,COMPLETED
988,3,2026-02-11,COMPLETED
989,4,2026-02-11,COMPLETED
990,5,2026-02-11,COMPLETED
991,1,2026-02-12,COMPLETED
992,2,2026-02-12,COMPLETED
993,3,2026-02-12,COMPLETED
994,4,2026-02-12,COMPLETED
995,5,2026-02-12,COMPLETED
996,1,2026-02-13,COMPLETED
997,2,2026-02-13,COMPLETED
998,3,2026-02-13,COMPLETED
999,4,2026-02-13,COMPLETED
1000,5,2026-02-13,COMPLETED
1001,1,2026-02-14,COMPLETED
1002,2,2026-02-14,COMPLETED
1003,3,2026-02-14,COMPLETED
1004,4,2026-02-14,COMPLETED
1005,5,2026-02-14,COMPLETED
1006,1,2026-02-15,COMPLETED
1007,2,2026-02-15,COMPLETED
1008,3,2026-02-15,COMPLETED
1009,4,2026-02-15,COMPLETED
1010,5,2026-02-15,COMPLETED
1011,1,2026-02-16,COMPLETED
1012,2,2026-02-16,COMPLETED
1013,3,2026-02-16,COMPLETED
1014,4,2026-02-16,COMPLETED
1015,5,2026-02-16,COMPLETED
1016,1,2026-02-17,COMPLETED
1017,2,2026-02-17,COMPLETED
1018,3,2026-02-17,COMPLETED
1019,4,2026-02-17,COMPLETED
1020,5,2026-02-17,COMPLETED
1021,1,2026-02-18,COMPLETED
1022,2,2026-02-18,COMPLETED
1023,3,2026-02-18,COMPLETED
1024,4,2026-02-18,COMPLETED
1025,5,2026-02-18,COMPLETED
1026,1,2026-02-19,COMPLETED
1027,2,2026-02-19,COMPLETED
1028,3,2026-02-19,COMPLETED
1029,4,2026-02-19,COMPLETED
1030,5,2026-02-19,COMPLETED
1031,1,2026-02-20,COMPLETED
1032,2,2026-02-20,COMPLETED
1033,3,2026-02-20,COMPLETED
1034,4,2026-02-20,COMPLETED
1035,5,2026-02-20,COMPLETED
1036,1,2026-02-21,COMPLETED
1037,2,2026-02-21,COMPLETED
1038,3,2026-02-21,COMPLETED
1039,4,2026-02-21,COMPLETED
1040,5,2026-02-21,COMPLETED
1041,1,2026-02-22,COMPLETED
1042,2,2026-02-22,COMPLETED
1043,3,2026-02-22,COMPLETED
1044,4,2026-02-22,COMPLETED
1045,5,2026-02-22,COMPLETED
1046,1,2026-02-23,COMPLETED
1047,2,2026-02-23,COMPLETED
1048,3,2026-02-23,COMPLETED
1049,4,2026-02-23,COMPLETED
1050,5,2026-02-23,COMPLETED
1051,1,2026-02-24,COMPLETED
1052,2,2026-02-24,COMPLETED
1053,3,2026-02-24,COMPLETED
1054,4,2026-02-24,COMPLETED
1055,5,2026-02-24,COMPLETED
1056,1,2026-02-25,COMPLETED
1057,2,2026-02-25,COMPLETED
1058,3,2026-02-25,COMPLETED
1059,4,2026-02-25,COMPLETED
1060,5,2026-02-25,COMPLETED
1061,1,2026-02-26,COMPLETED
1062,2,2026-02-26,COMPLETED
1063,3,2026-02-26,COMPLETED
1064,4,2026-02-26,COMPLETED
1065,5,2026-02-26,COMPLETED
1066,1,2026-02-27,COMPLETED
1067,2,2026-02-27,COMPLETED
1068,3,2026-02-27,COMPLETED
1069,4,2026-02-27,COMPLETED
1070,5,2026-02-27,COMPLETED
1071,1,2026-02-28,COMPLETED
1072,2,2026-02-28,COMPLETED
1073,3,2026-02-28,COMPLETED
1074,4,2026-02-28,COMPLETED
1075,5,2026-02-28,COMPLETED
1076,1,2026-03-01,COMPLETED
1077,2,2026-03-01,COMPLETED
1078,3,2026-03-01,COMPLETED
1079,4,2026-03-01,COMPLETED
1080,5,2026-03-01,COMPLETED
1081,1,2026-03-02,COMPLETED
1082,2,2026-03-02,COMPLETED
1083,3,2026-03-02,COMPLETED
1084,4,2026-03-02,COMPLETED
1085,5,2026-03-02,COMPLETED
1086,1,2026-03-03,COMPLETED
1087,2,2026-03-03,COMPLETED
1088,3,2026-03-03,COMPLETED
1089,4,2026-03-03,COMPLETED
1090,5,2026-03-03,COMPLETED
1091,1,2026-03-04,COMPLETED
1092,2,2026-03-04,COMPLETED
1093,3,2026-03-04,COMPLETED
1094,4,2026-03-04,COMPLETED
1095,5,2026-03-04,COMPLETED
1096,1,2026-03-05,COMPLETED
1097,2,2026-03-05,COMPLETED
1098,3,2026-03-05,COMPLETED
1099,4,2026-03-05,COMPLETED
1100,5,2026-03-05,COMPLETED
1101,1,2026-03-06,COMPLETED
1102,2,2026-03-06,COMPLETED
1103,3,2026-03-06,COMPLETED
1104,4,2026-03-06,COMPLETED
1105,5,2026-03-06,COMPLETED
1106,1,2026-03-07,COMPLETED
1107,2,2026-03-07,COMPLETED
1108,3,2026-03-07,COMPLETED
1109,4,2026-03-07,COMPLETED
1110,5,2026-03-07,COMPLETED
1111,1,2026-03-08,COMPLETED
1112,2,2026-03-08,COMPLETED
1113,3,2026-03-08,COMPLETED
1114,4,2026-03-08,COMPLETED
1115,5,2026-03-08,COMPLETED
1116,1,2026-03-09,COMPLETED
1117,2,2026-03-09,COMPLETED
1118,3,2026-03-09,COMPLETED
1119,4,2026-03-09,COMPLETED
1120,5,2026-03-09,COMPLETED
1121,1,2026-03-10,COMPLETED
1122,2,2026-03-10,COMPLETED
1123,3,2026-03-10,COMPLETED
1124,4,2026-03-10,COMPLETED
1125,5,2026-03-10,COMPLETED
1126,1,2026-03-11,COMPLETED
1127,2,2026-03-11,COMPLETED
1128,3,2026-03-11,COMPLETED
1129,4,2026-03-11,COMPLETED
1130,5,2026-03-11,COMPLETED
1131,1,2026-03-12,COMPLETED
1132,2,2026-03-12,COMPLETED
1133,3,2026-03-12,COMPLETED
1134,4,2026-03-12,COMPLETED
1135,5,2026-03-12,COMPLETED
1136,1,2026-03-13,COMPLETED
1137,2,2026-03-13,COMPLETED
1138,3,2026-03-13,COMPLETED
1139,4,2026-03-13,COMPLETED
1140,5,2026-03-13,COMPLETED
1141,1,2026-03-14,COMPLETED
1142,2,2026-03-14,COMPLETED
1143,3,2026-03-14,COMPLETED
1144,4,2026-03-14,COMPLETED
1145,5,2026-03-14,COMPLETED
1146,1,2026-03-15,COMPLETED
1147,2,2026-03-15,COMPLETED
1148,3,2026-03-15,COMPLETED
1149,4,2026-03-15,COMPLETED
1150,5,2026-03-15,COMPLETED
1151,1,2026-03-16,COMPLETED
1152,2,2026-03-16,COMPLETED
1153,3,2026-03-16,COMPLETED
1154,4,2026-03-16,COMPLETED
1155,5,2026-03-16,COMPLETED
1156,1,2026-03-17,COMPLETED
1157,2,2026-03-17,COMPLETED
1158,3,2026-03-17,COMPLETED
1159,4,2026-03-17,COMPLETED
1160,5,2026-03-17,COMPLETED
1161,1,2026-03-18,COMPLETED
1162,2,2026-03-18,COMPLETED
1163,3,2026-03-18,COMPLETED
1164,4,2026-03-18,COMPLETED
1165,5,2026-03-18,COMPLETED
1166,1,2026-03-19,COMPLETED
1167,2,2026-03-19,COMPLETED
1168,3,2026-03-19,COMPLETED
1169,4,2026-03-19,COMPLETED
1170,5,2026-03-19,COMPLETED
1171,1,2026-03-20,COMPLETED
1172,2,2026-03-20,COMPLETED
1173,3,2026-03-20,COMPLETED
1174,4,2026-03-20,COMPLETED
1175,5,2026-03-20,COMPLETED
1176,1,2026-03-21,COMPLETED
1177,2,2026-03-21,COMPLETED
1178,3,2026-03-21,COMPLETED
1179,4,2026-03-21,COMPLETED
1180,5,2026-03-21,COMPLETED
1181,1,2026-03-22,COMPLETED
1182,2,2026-03-22,COMPLETED
1183,3,2026-03-22,COMPLETED
1184,4,2026-03-22,COMPLETED
1185,5,2026-03-22,COMPLETED
1186,1,2026-03-23,COMPLETED
1187,2,2026-03-23,COMPLETED
1188,3,2026-03-23,COMPLETED
1189,4,2026-03-23,COMPLETED
1190,5,2026-03-23,COMPLETED
1191,1,2026-03-24,COMPLETED
1192,2,2026-03-24,COMPLETED
1193,3,2026-03-24,COMPLETED
1194,4,2026-03-24,COMPLETED
1195,5,2026-03-24,COMPLETED
1196,1,2026-03-25,COMPLETED
1197,2,2026-03-25,COMPLETED
1198,3,2026-03-25,COMPLETED
1199,4,2026-03-25,COMPLETED
1200,5,2026-03-25,COMPLETED
1201,1,2026-03-26,COMPLETED
1202,2,2026-03-26,COMPLETED
1203,3,2026-03-26,COMPLETED
1204,4,2026-03-26,COMPLETED
1205,5,2026-03-26,COMPLETED
1206,1,2026-03-27,COMPLETED
1207,2,2026-03-27,COMPLETED
1208,3,2026-03-27,COMPLETED
1209,4,2026-03-27,COMPLETED
1210,5,2026-03-27,COMPLETED
1211,1,2026-03-28,COMPLETED
1212,2,2026-03-28,COMPLETED
1213,3,2026-03-28,COMPLETED
1214,4,2026-03-28,COMPLETED
1215,5,2026-03-28,COMPLETED
1216,1,2026-03-29,COMPLETED
1217,2,2026-03-29,COMPLETED
1218,3,2026-03-29,COMPLETED
1219,4,2026-03-29,COMPLETED
1220,5,2026-03-29,COMPLETED
1221,1,2026-03-30,COMPLETED
1222,2,2026-03-30,COMPLETED
1223,3,2026-03-30,COMPLETED
1224,4,2026-03-30,COMPLETED
1225,5,2026-03-30,COMPLETED
1226,1,2026-03-31,COMPLETED
1227,2,2026-03-31,COMPLETED
1228,3,2026-03-31,COMPLETED
1229,4,2026-03-31,COMPLETED
1230,5,2026-03-31,COMPLETED
1231,1,2026-04-01,COMPLETED
1232,2,2026-04-01,COMPLETED
1233,3,2026-04-01,COMPLETED
1234,4,2026-04-01,COMPLETED
1235,5,2026-04-01,COMPLETED
1236,1,2026-04-02,COMPLETED
1237,2,2026-04-02,COMPLETED
1238,3,2026-04-02,COMPLETED
1239,4,2026-04-02,COMPLETED
1240,5,2026-04-02,COMPLETED
1241,1,2026-04-03,COMPLETED
1242,2,2026-04-03,COMPLETED
1243,3,2026-04-03,COMPLETED
1244,4,2026-04-03,COMPLETED
1245,5,2026-04-03,COMPLETED
1246,1,2026-04-04,COMPLETED
1247,2,2026-04-04,COMPLETED
1248,3,2026-04-04,COMPLETED
1249,4,2026-04-04,COMPLETED
1250,5,2026-04-04,COMPLETED
1251,1,2026-04-05,COMPLETED
1252,2,2026-04-05,COMPLETED
1253,3,2026-04-05,COMPLETED
1254,4,2026-04-05,COMPLETED
1255,5,2026-04-05,COMPLETED
1256,1,2026-04-06,COMPLETED
1257,2,2026-04-06,COMPLETED
1258,3,2026-04-06,COMPLETED
1259,4,2026-04-06,COMPLETED
1260,5,2026-04-06,COMPLETED
1261,1,2026-04-07,COMPLETED
1262,2,2026-04-07,COMPLETED
1263,3,2026-04-07,COMPLETED
1264,4,2026-04-07,COMPLETED
1265,5,2026-04-07,COMPLETED
1266,1,2026-04-08,COMPLETED
1267,2,2026-04-08,COMPLETED
1268,3,2026-04-08,COMPLETED
1269,4,2026-04-08,COMPLETED
1270,5,2026-04-08,COMPLETED
1271,1,2026-04-09,COMPLETED
1272,2,2026-04-09,COMPLETED
1273,3,2026-04-09,COMPLETED
1274,4,2026-04-09,COMPLETED
1275,5,2026-04-09,COMPLETED
1276,1,2026-04-10,COMPLETED
1277,2,2026-04-10,COMPLETED
1278,3,2026-04-10,COMPLETED
1279,4,2026-04-10,COMPLETED
1280,5,2026-04-10,COMPLETED
1281,1,2026-04-11,COMPLETED
1282,2,2026-04-11,COMPLETED
1283,3,2026-04-11,COMPLETED
1284,4,2026-04-11,COMPLETED
1285,5,2026-04-11,COMPLETED
1286,1,2026-04-12,COMPLETED
1287,2,2026-04-12,COMPLETED
1288,3,2026-04-12,COMPLETED
1289,4,2026-04-12,COMPLETED
1290,5,2026-04-12,COMPLETED
1291,1,2026-04-13,COMPLETED
1292,2,2026-04-13,COMPLETED
1293,3,2026-04-13,COMPLETED
1294,4,2026-04-13,COMPLETED
1295,5,2026-04-13,COMPLETED
1296,1,2026-04-14,COMPLETED
1297,2,2026-04-14,COMPLETED
1298,3,2026-04-14,COMPLETED
1299,4,2026-04-14,COMPLETED
1300,5,2026-04-14,COMPLETED
1301,1,2026-04-15,COMPLETED
1302,2,2026-04-15,COMPLETED
1303,3,2026-04-15,COMPLETED
1304,4,2026-04-15,COMPLETED
1305,5,2026-04-15,COMPLETED
1306,1,2026-04-16,COMPLETED
1307,2,2026-04-16,COMPLETED
1308,3,2026-04-16,COMPLETED
1309,4,2026-04-16,COMPLETED
1310,5,2026-04-16,COMPLETED
1311,1,2026-04-17,COMPLETED
1312,2,2026-04-17,COMPLETED
1313,3,2026-04-17,COMPLETED
1314,4,2026-04-17,COMPLETED
1315,5,2026-04-17,COMPLETED
1316,1,2026-04-18,COMPLETED
1317,2,2026-04-18,COMPLETED
1318,3,2026-04-18,COMPLETED
1319,4,2026-04-18,COMPLETED
1320,5,2026-04-18,COMPLETED
1321,1,2026-04-19,COMPLETED
1322,2,2026-04-19,COMPLETED
1323,3,2026-04-19,COMPLETED
1324,4,2026-04-19,COMPLETED
1325,5,2026-04-19,COMPLETED
1326,1,2026-04-20,COMPLETED
1327,2,2026-04-20,COMPLETED
1328,3,2026-04-20,COMPLETED
1329,4,2026-04-20,COMPLETED
1330,5,2026-04-20,COMPLETED
1331,1,2026-04-21,COMPLETED
1332,2,2026-04-21,COMPLETED
1333,3,2026-04-21,COMPLETED
1334,4,2026-04-21,COMPLETED
1335,5,2026-04-21,COMPLETED
1336,1,2026-04-22,COMPLETED
1337,2,2026-04-22,COMPLETED
1338,3,2026-04-22,COMPLETED
1339,4,2026-04-22,COMPLETED
1340,5,2026-04-22,COMPLETED
1341,1,2026-04-23,COMPLETED
1342,2,2026-04-23,COMPLETED
1343,3,2026-04-23,COMPLETED
1344,4,2026-04-23,COMPLETED
1345,5,2026-04-23,COMPLETED
1346,1,2026-04-24,COMPLETED
1347,2,2026-04-24,COMPLETED
1348,3,2026-04-24,COMPLETED
1349,4,2026-04-24,COMPLETED
1350,5,2026-04-24,COMPLETED
1351,1,2026-04-25,COMPLETED
1352,2,2026-04-25,COMPLETED
1353,3,2026-04-25,COMPLETED
1354,4,2026-04-25,COMPLETED
1355,5,2026-04-25,COMPLETED
1356,1,2026-04-26,COMPLETED
1357,2,2026-04-26,COMPLETED
1358,3,2026-04-26,COMPLETED
1359,4,2026-04-26,COMPLETED
1360,5,2026-04-26,COMPLETED
1361,1,2026-04-27,COMPLETED
1362,2,2026-04-27,COMPLETED
1363,3,2026-04-27,COMPLETED
1364,4,2026-04-27,COMPLETED
1365,5,2026-04-27,COMPLETED
1366,1,2026-04-28,COMPLETED
1367,2,2026-04-28,COMPLETED
1368,3,2026-04-28,COMPLETED
1369,4,2026-04-28,COMPLETED
1370,5,2026-04-28,COMPLETED
1371,1,2026-04-29,COMPLETED
1372,2,2026-04-29,COMPLETED
1373,3,2026-04-29,COMPLETED
1374,4,2026-04-29,COMPLETED
1375,5,2026-04-29,COMPLETED
1376,1,2026-04-30,COMPLETED
1377,2,2026-04-30,COMPLETED
1378,3,2026-04-30,COMPLETED
1379,4,2026-04-30,COMPLETED
1380,5,2026-04-30,COMPLETED
1381,1,2026-05-01,COMPLETED
1382,2,2026-05-01,COMPLETED
1383,3,2026-05-01,COMPLETED
1384,4,2026-05-01,COMPLETED
1385,5,2026-05-01,COMPLETED
1386,1,2026-05-02,COMPLETED
1387,2,2026-05-02,COMPLETED
1388,3,2026-05-02,COMPLETED
1389,4,2026-05-02,COMPLETED
1390,5,2026-05-02,COMPLETED
1391,1,2026-05-03,COMPLETED
1392,2,2026-05-03,COMPLETED
1393,3,2026-05-03,COMPLETED
1394,4,2026-05-03,COMPLETED
1395,5,2026-05-03,COMPLETED
1396,1,2026-05-04,COMPLETED
1397,2,2026-05-04,COMPLETED
1398,3,2026-05-04,COMPLETED
1399,4,2026-05-04,COMPLETED
1400,5,2026-05-04,COMPLETED
1401,1,2026-05-05,COMPLETED
1402,2,2026-05-05,COMPLETED
1403,3,2026-05-05,COMPLETED
1404,4,2026-05-05,COMPLETED
1405,5,2026-05-05,COMPLETED
1406,1,2026-05-06,COMPLETED
1407,2,2026-05-06,COMPLETED
1408,3,2026-05-06,COMPLETED
1409,4,2026-05-06,COMPLETED
1410,5,2026-05-06,COMPLETED
1411,1,2026-05-07,COMPLETED
1412,2,2026-05-07,COMPLETED
1413,3,2026-05-07,COMPLETED
1414,4,2026-05-07,COMPLETED
1415,5,2026-05-07,COMPLETED
1416,1,2026-05-08,COMPLETED
1417,2,2026-05-08,COMPLETED
1418,3,2026-05-08,COMPLETED
1419,4,2026-05-08,COMPLETED
1420,5,2026-05-08,COMPLETED
1421,1,2026-05-09,COMPLETED
1422,2,2026-05-09,COMPLETED
1423,3,2026-05-09,COMPLETED
1424,4,2026-05-09,COMPLETED
1425,5,2026-05-09,COMPLETED
1426,1,2026-05-10,COMPLETED
1427,2,2026-05-10,COMPLETED
1428,3,2026-05-10,COMPLETED
1429,4,2026-05-10,COMPLETED
1430,5,2026-05-10,COMPLETED
1431,1,2026-05-11,COMPLETED
1432,2,2026-05-11,COMPLETED
1433,3,2026-05-11,COMPLETED
1434,4,2026-05-11,COMPLETED
1435,5,2026-05-11,COMPLETED
1436,1,2026-05-12,COMPLETED
1437,2,2026-05-12,COMPLETED
1438,3,2026-05-12,COMPLETED
1439,4,2026-05-12,COMPLETED
1440,5,2026-05-12,COMPLETED
1441,1,2026-05-13,COMPLETED
1442,2,2026-05-13,COMPLETED
1443,3,2026-05-13,COMPLETED
1444,4,2026-05-13,COMPLETED
1445,5,2026-05-13,COMPLETED
1446,1,2026-05-14,COMPLETED
1447,2,2026-05-14,COMPLETED
1448,3,2026-05-14,COMPLETED
1449,4,2026-05-14,COMPLETED
1450,5,2026-05-14,COMPLETED
1451,1,2026-05-15,COMPLETED
1452,2,2026-05-15,COMPLETED
1453,3,2026-05-15,COMPLETED
1454,4,2026-05-15,COMPLETED
1455,5,2026-05-15,COMPLETED
1456,1,2026-05-16,COMPLETED
1457,2,2026-05-16,COMPLETED
1458,3,2026-05-16,COMPLETED
1459,4,2026-05-16,COMPLETED
1460,5,2026-05-16,COMPLETED
1461,1,2026-05-17,COMPLETED
1462,2,2026-05-17,COMPLETED
1463,3,2026-05-17,COMPLETED
1464,4,2026-05-17,COMPLETED
1465,5,2026-05-17,COMPLETED
1466,1,2026-05-18,COMPLETED
1467,2,2026-05-18,COMPLETED
1468,3,2026-05-18,COMPLETED
1469,4,2026-05-18,COMPLETED
1470,5,2026-05-18,COMPLETED
1471,1,2026-05-19,COMPLETED
1472,2,2026-05-19,COMPLETED
1473,3,2026-05-19,COMPLETED
1474,4,2026-05-19,COMPLETED
1475,5,2026-05-19,COMPLETED
1476,1,2026-05-20,COMPLETED
1477,2,2026-05-20,COMPLETED
1478,3,2026-05-20,COMPLETED
1479,4,2026-05-20,COMPLETED
1480,5,2026-05-20,COMPLETED
1481,1,2026-05-21,COMPLETED
1482,2,2026-05-21,COMPLETED
1483,3,2026-05-21,COMPLETED
1484,4,2026-05-21,COMPLETED
1485,5,2026-05-21,COMPLETED
1486,1,2026-05-22,COMPLETED
1487,2,2026-05-22,COMPLETED
1488,3,2026-05-22,COMPLETED
1489,4,2026-05-22,COMPLETED
1490,5,2026-05-22,COMPLETED
1491,1,2026-05-23,COMPLETED
1492,2,2026-05-23,COMPLETED
1493,3,2026-05-23,COMPLETED
1494,4,2026-05-23,COMPLETED
1495,5,2026-05-23,COMPLETED
1496,1,2026-05-24,COMPLETED
1497,2,2026-05-24,COMPLETED
1498,3,2026-05-24,COMPLETED
1499,4,2026-05-24,COMPLETED
1500,5,2026-05-24,COMPLETED
1501,1,2026-05-25,COMPLETED
1502,2,2026-05-25,COMPLETED
1503,3,2026-05-25,COMPLETED
1504,4,2026-05-25,COMPLETED
1505,5,2026-05-25,COMPLETED
1506,1,2026-05-26,COMPLETED
1507,2,2026-05-26,COMPLETED
1508,3,2026-05-26,COMPLETED
1509,4,2026-05-26,COMPLETED
1510,5,2026-05-26,COMPLETED
1511,1,2026-05-27,COMPLETED
1512,2,2026-05-27,COMPLETED
1513,3,2026-05-27,COMPLETED
1514,4,2026-05-27,COMPLETED
1515,5,2026-05-27,COMPLETED
1516,1,2026-05-28,COMPLETED
1517,2,2026-05-28,COMPLETED
1518,3,2026-05-28,COMPLETED
1519,4,2026-05-28,COMPLETED
1520,5,2026-05-28,COMPLETED
1521,1,2026-05-29,COMPLETED
1522,2,2026-05-29,COMPLETED
1523,3,2026-05-29,COMPLETED
