id,receivingId,flowerId,shippedQuantity,actualReceivedQuantity,acceptedQuantity,unusableQuantity,unusableNotes
6147,177,5,14,14,14,0,
6148,178,5,14,14,13,1,Rejected at QC: damaged or below grade
6149,179,5,17,17,17,0,
6150,180,5,14,14,13,1,Rejected at QC: damaged or below grade
6151,176,6,21,21,20,1,Rejected at QC: damaged or below grade
6152,177,6,18,18,17,1,Rejected at QC: damaged or below grade
6153,178,6,18,18,17,1,Rejected at QC: damaged or below grade
6154,179,6,24,24,23,1,Rejected at QC: damaged or below grade
6155,180,6,20,20,19,1,Rejected at QC: damaged or below grade
6156,176,7,20,20,18,2,Rejected at QC: damaged or below grade
6157,177,7,25,25,23,2,Rejected at QC: damaged or below grade
6158,178,7,21,21,20,1,Rejected at QC: damaged or below grade
6159,179,7,20,20,19,1,Rejected at QC: damaged or below grade
6160,180,7,26,26,24,2,Rejected at QC: damaged or below grade
6161,176,8,18,18,18,0,
6162,177,8,19,19,18,1,Rejected at QC: damaged or below grade
6163,178,8,17,17,16,1,Rejected at QC: damaged or below grade
6164,179,8,19,19,18,1,Rejected at QC: damaged or below grade
6165,180,8,16,16,15,1,Rejected at QC: damaged or below grade
6166,176,9,18,18,17,1,Rejected at QC: damaged or below grade
6167,177,9,20,20,19,1,Rejected at QC: damaged or below grade
6168,178,9,20,20,19,1,Rejected at QC: damaged or below grade
6169,179,9,14,14,14,0,
6170,180,9,18,18,17,1,Rejected at QC: damaged or below grade
6171,176,10,21,21,19,2,Rejected at QC: damaged or below grade
6172,177,10,21,21,20,1,Rejected at QC: damaged or below grade
6173,178,10,19,19,18,1,Rejected at QC: damaged or below grade
6174,179,10,17,17,16,1,Rejected at QC: damaged or below grade
6175,180,10,20,20,19,1,Rejected at QC: damaged or below grade
6176,176,11,21,21,20,1,Rejected at QC: damaged or below grade
6177,177,11,21,21,20,1,Rejected at QC: damaged or below grade
6178,178,11,19,19,19,0,
6179,179,11,21,21,20,1,Rejected at QC: damaged or below grade
6180,180,11,20,20,19,1,Rejected at QC: damaged or below grade
6181,176,12,18,18,17,1,Rejected at QC: damaged or below grade
6182,177,12,19,19,18,1,Rejected at QC: damaged or below grade
6183,178,12,17,17,16,1,Rejected at QC: damaged or below grade
6184,179,12,16,16,15,1,Rejected at QC: damaged or below grade
6185,180,12,14,14,13,1,Rejected at QC: damaged or below grade
6186,176,13,16,16,15,1,Rejected at QC: damaged or below grade
6187,177,13,18,18,17,1,Rejected at QC: damaged or below grade
6188,178,13,20,20,19,1,Rejected at QC: damaged or below grade
6189,179,13,20,20,19,1,Rejected at QC: damaged or below grade
6190,180,13,15,15,14,1,Rejected at QC: damaged or below grade
6191,176,14,23,23,21,2,Rejected at QC: damaged or below grade
6192,177,14,18,18,17,1,Rejected at QC: damaged or below grade
6193,178,14,20,20,18,2,Rejected at QC: damaged or below grade
6194,179,14,20,20,19,1,Rejected at QC: damaged or below grade
6195,180,14,21,21,20,1,Rejected at QC: damaged or below grade
6196,176,15,21,21,19,2,Rejected at QC: damaged or below grade
6197,177,15,17,17,16,1,Rejected at QC: damaged or below grade
6198,178,15,20,20,19,1,Rejected at QC: damaged or below grade
6199,179,15,18,18,17,1,Rejected at QC: damaged or below grade
6200,180,15,23,23,22,1,Rejected at QC: damaged or below grade
6201,176,16,23,23,22,1,Rejected at QC: damaged or below grade
6202,177,16,19,19,18,1,Rejected at QC: damaged or below grade
6203,178,16,22,22,20,2,Rejected at QC: damaged or below grade
6204,179,16,21,21,20,1,Rejected at QC: damaged or below grade
6205,180,16,17,17,16,1,Rejected at QC: damaged or below grade
6206,176,17,26,26,25,1,Rejected at QC: damaged or below grade
6207,177,17,18,18,17,1,Rejected at QC: damaged or below grade
6208,178,17,19,19,18,1,Rejected at QC: damaged or below grade
6209,179,17,26,26,25,1,Rejected at QC: damaged or below grade
6210,180,17,23,23,21,2,Rejected at QC: damaged or below grade
6211,176,18,20,20,19,1,Rejected at QC: damaged or below grade
6212,177,18,25,25,24,1,Rejected at QC: damaged or below grade
6213,178,18,24,24,23,1,Rejected at QC: damaged or below grade
6214,179,18,18,18,17,1,Rejected at QC: damaged or below grade
6215,180,18,22,22,21,1,Rejected at QC: damaged or below grade
6216,176,19,25,25,24,1,Rejected at QC: damaged or below grade
6217,177,19,21,21,20,1,Rejected at QC: damaged or below grade
6218,178,19,25,25,24,1,Rejected at QC: damaged or below grade
6219,179,19,21,21,20,1,Rejected at QC: damaged or below grade
6220,180,19,22,22,20,2,Rejected at QC: damaged or below grade
6221,176,20,18,18,17,1,Rejected at QC: damaged or below grade
6222,177,20,20,20,19,1,Rejected at QC: damaged or below grade
6223,178,20,22,22,21,1,Rejected at QC: damaged or below grade
6224,179,20,24,24,22,2,Rejected at QC: damaged or below grade
6225,180,20,21,21,19,2,Rejected at QC: damaged or below grade
6226,176,21,21,21,20,1,Rejected at QC: damaged or below grade
6227,177,21,18,18,17,1,Rejected at QC: damaged or below grade
6228,178,21,15,15,15,0,
6229,179,21,20,20,19,1,Rejected at QC: damaged or below grade
6230,180,21,19,19,18,1,Rejected at QC: damaged or below grade
6231,176,22,22,22,21,1,Rejected at QC: damaged or below grade
6232,177,22,24,24,23,1,Rejected at QC: damaged or below grade
6233,178,22,26,26,25,1,Rejected at QC: damaged or below grade
6234,179,22,25,25,23,2,Rejected at QC: damaged or below grade
6235,180,22,21,21,20,1,Rejected at QC: damaged or below grade
6236,176,23,23,23,21,2,Rejected at QC: damaged or below grade
6237,177,23,21,21,20,1,Rejected at QC: damaged or below grade
6238,178,23,21,21,21,0,
6239,179,23,23,23,22,1,Rejected at QC: damaged or below grade
6240,180,23,21,21,20,1,Rejected at QC: damaged or below grade
6241,176,24,15,15,15,0,
6242,177,24,16,16,16,0,
6243,178,24,15,15,15,0,
6244,179,24,18,18,17,1,Rejected at QC: damaged or below grade
6245,180,24,17,17,17,0,
6246,176,25,17,17,16,1,Rejected at QC: damaged or below grade
6247,177,25,19,19,18,1,Rejected at QC: damaged or below grade
6248,178,25,22,22,21,1,Rejected at QC: damaged or below grade
6249,179,25,19,19,18,1,Rejected at QC: damaged or below grade
6250,180,25,18,18,17,1,Rejected at QC: damaged or below grade
6251,176,26,24,24,23,1,Rejected at QC: damaged or below grade
6252,177,26,20,20,20,0,
6253,178,26,24,24,22,2,Rejected at QC: damaged or below grade
6254,179,26,22,22,20,2,Rejected at QC: damaged or below grade
6255,180,26,23,23,22,1,Rejected at QC: damaged or below grade
6256,176,27,20,20,19,1,Rejected at QC: damaged or below grade
6257,177,27,21,21,20,1,Rejected at QC: damaged or below grade
6258,178,27,19,19,18,1,Rejected at QC: damaged or below grade
6259,179,27,17,17,16,1,Rejected at QC: damaged or below grade
6260,180,27,18,18,17,1,Rejected at QC: damaged or below grade
6261,176,28,18,18,17,1,Rejected at QC: damaged or below grade
6262,177,28,16,16,15,1,Rejected at QC: damaged or below grade
6263,178,28,18,18,17,1,Rejected at QC: damaged or below grade
6264,179,28,22,22,21,1,Rejected at QC: damaged or below grade
6265,180,28,19,19,17,2,Rejected at QC: damaged or below grade
6266,176,29,20,20,19,1,Rejected at QC: damaged or below grade
6267,177,29,17,17,16,1,Rejected at QC: damaged or below grade
6268,178,29,20,20,19,1,Rejected at QC: damaged or below grade
6269,179,29,17,17,16,1,Rejected at QC: damaged or below grade
6270,180,29,19,19,18,1,Rejected at QC: damaged or below grade
6271,176,30,16,16,15,1,Rejected at QC: damaged or below grade
6272,177,30,16,16,15,1,Rejected at QC: damaged or below grade
6273,178,30,18,18,17,1,Rejected at QC: damaged or below grade
6274,179,30,18,18,17,1,Rejected at QC: damaged or below grade
6275,180,30,16,16,15,1,Rejected at QC: damaged or below grade
6276,176,31,14,14,13,1,Rejected at QC: damaged or below grade
6277,177,31,16,16,15,1,Rejected at QC: damaged or below grade
6278,178,31,14,14,13,1,Rejected at QC: damaged or below grade
6279,179,31,17,17,16,1,Rejected at QC: damaged or below grade
6280,180,31,18,18,17,1,Rejected at QC: damaged or below grade
6281,176,32,20,20,19,1,Rejected at QC: damaged or below grade
6282,177,32,16,16,15,1,Rejected at QC: damaged or below grade
6283,178,32,19,19,18,1,Rejected at QC: damaged or below grade
6284,179,32,17,17,17,0,
6285,180,32,20,20,18,2,Rejected at QC: damaged or below grade
6286,176,33,15,15,14,1,Rejected at QC: damaged or below grade
6287,177,33,17,17,17,0,
6288,178,33,17,17,16,1,Rejected at QC: damaged or below grade
6289,179,33,20,20,19,1,Rejected at QC: damaged or below grade
6290,180,33,17,17,16,1,Rejected at QC: damaged or below grade
6291,176,34,20,20,19,1,Rejected at QC: damaged or below grade
6292,177,34,25,25,23,2,Rejected at QC: damaged or below grade
6293,178,34,21,21,19,2,Rejected at QC: damaged or below grade
6294,179,34,25,25,24,1,Rejected at QC: damaged or below grade
6295,180,34,24,24,23,1,Rejected at QC: damaged or below grade
6296,176,35,21,21,20,1,Rejected at QC: damaged or below grade
6297,177,35,18,18,18,0,
6298,178,35,18,18,17,1,Rejected at QC: damaged or below grade
6299,179,35,21,21,20,1,Rejected at QC: damaged or below grade
6300,180,35,16,16,16,0,
6301,181,1,26,26,24,2,Rejected at QC: damaged or below grade
6302,182,1,23,23,21,2,Rejected at QC: damaged or below grade
6303,183,1,26,26,25,1,Rejected at QC: damaged or below grade
6304,184,1,25,25,24,1,Rejected at QC: damaged or below grade
6305,185,1,29,29,27,2,Rejected at QC: damaged or below grade
6306,181,2,19,19,18,1,Rejected at QC: damaged or below grade
6307,182,2,22,22,21,1,Rejected at QC: damaged or below grade
6308,183,2,20,20,19,1,Rejected at QC: damaged or below grade
6309,184,2,23,23,22,1,Rejected at QC: damaged or below grade
6310,185,2,18,18,17,1,Rejected at QC: damaged or below grade
6311,181,3,25,25,24,1,Rejected at QC: damaged or below grade
6312,182,3,20,20,19,1,Rejected at QC: damaged or below grade
6313,183,3,20,20,19,1,Rejected at QC: damaged or below grade
6314,184,3,23,23,22,1,Rejected at QC: damaged or below grade
6315,185,3,21,21,20,1,Rejected at QC: damaged or below grade
6316,181,4,19,19,18,1,Rejected at QC: damaged or below grade
6317,182,4,24,24,22,2,Rejected at QC: damaged or below grade
6318,183,4,20,20,19,1,Rejected at QC: damaged or below grade
6319,184,4,22,22,21,1,Rejected at QC: damaged or below grade
6320,185,4,18,18,17,1,Rejected at QC: damaged or below grade
6321,181,5,31,31,30,1,Rejected at QC: damaged or below grade
6322,182,5,31,31,30,1,Rejected at QC: damaged or below grade
6323,183,5,27,27,25,2,Rejected at QC: damaged or below grade
6324,184,5,35,35,33,2,Rejected at QC: damaged or below grade
6325,185,5,29,29,28,1,Rejected at QC: damaged or below grade
6326,181,6,23,23,22,1,Rejected at QC: damaged or below grade
6327,182,6,28,28,26,2,Rejected at QC: damaged or below grade
6328,183,6,23,23,22,1,Rejected at QC: damaged or below grade
6329,184,6,26,26,25,1,Rejected at QC: damaged or below grade
6330,185,6,26,26,25,1,Rejected at QC: damaged or below grade
6331,181,7,20,20,19,1,Rejected at QC: damaged or below grade
6332,182,7,19,19,18,1,Rejected at QC: damaged or below grade
6333,183,7,16,16,15,1,Rejected at QC: damaged or below grade
6334,184,7,19,19,18,1,Rejected at QC: damaged or below grade
6335,185,7,19,19,18,1,Rejected at QC: damaged or below grade
6336,181,8,21,21,20,1,Rejected at QC: damaged or below grade
6337,182,8,16,16,16,0,
6338,183,8,19,19,18,1,Rejected at QC: damaged or below grade
6339,184,8,18,18,17,1,Rejected at QC: damaged or below grade
6340,185,8,24,24,22,2,Rejected at QC: damaged or below grade
6341,181,9,20,20,19,1,Rejected at QC: damaged or below grade
6342,182,9,21,21,20,1,Rejected at QC: damaged or below grade
6343,183,9,26,26,25,1,Rejected at QC: damaged or below grade
6344,184,9,20,20,19,1,Rejected at QC: damaged or below grade
6345,185,9,24,24,23,1,Rejected at QC: damaged or below grade
6346,181,10,19,19,18,1,Rejected at QC: damaged or below grade
6347,182,10,23,23,22,1,Rejected at QC: damaged or below grade
6348,183,10,21,21,19,2,Rejected at QC: damaged or below grade
6349,184,10,24,24,22,2,Rejected at QC: damaged or below grade
6350,185,10,19,19,18,1,Rejected at QC: damaged or below grade
6351,181,11,28,28,26,2,Rejected at QC: damaged or below grade
6352,182,11,24,24,22,2,Rejected at QC: damaged or below grade
6353,183,11,24,24,23,1,Rejected at QC: damaged or below grade
6354,184,11,26,26,24,2,Rejected at QC: damaged or below grade
6355,185,11,23,23,22,1,Rejected at QC: damaged or below grade
6356,181,12,25,25,24,1,Rejected at QC: damaged or below grade
6357,182,12,25,25,24,1,Rejected at QC: damaged or below grade
6358,183,12,22,22,21,1,Rejected at QC: damaged or below grade
6359,184,12,30,30,28,2,Rejected at QC: damaged or below grade
6360,185,12,25,25,24,1,Rejected at QC: damaged or below grade
6361,181,13,17,17,16,1,Rejected at QC: damaged or below grade
6362,182,13,21,21,19,2,Rejected at QC: damaged or below grade
6363,183,13,16,16,15,1,Rejected at QC: damaged or below grade
6364,184,13,19,19,18,1,Rejected at QC: damaged or below grade
6365,185,13,21,21,20,1,Rejected at QC: damaged or below grade
6366,181,14,22,22,20,2,Rejected at QC: damaged or below grade
6367,182,14,22,22,21,1,Rejected at QC: damaged or below grade
6368,183,14,27,27,25,2,Rejected at QC: damaged or below grade
6369,184,14,25,25,24,1,Rejected at QC: damaged or below grade
6370,185,14,25,25,24,1,Rejected at QC: damaged or below grade
6371,181,15,22,22,21,1,Rejected at QC: damaged or below grade
6372,182,15,24,24,23,1,Rejected at QC: damaged or below grade
6373,183,15,24,24,22,2,Rejected at QC: damaged or below grade
6374,184,15,25,25,24,1,Rejected at QC: damaged or below grade
6375,185,15,27,27,26,1,Rejected at QC: damaged or below grade
6376,181,16,21,21,20,1,Rejected at QC: damaged or below grade
6377,182,16,21,21,20,1,Rejected at QC: damaged or below grade
6378,183,16,20,20,19,1,Rejected at QC: damaged or below grade
6379,184,16,17,17,16,1,Rejected at QC: damaged or below grade
6380,185,16,17,17,16,1,Rejected at QC: damaged or below grade
6381,181,17,21,21,19,2,Rejected at QC: damaged or below grade
6382,182,17,22,22,21,1,Rejected at QC: damaged or below grade
6383,183,17,22,22,21,1,Rejected at QC: damaged or below grade
6384,184,17,20,20,19,1,Rejected at QC: damaged or below grade
6385,185,17,16,16,15,1,Rejected at QC: damaged or below grade
6386,181,18,17,17,16,1,Rejected at QC: damaged or below grade
6387,182,18,23,23,21,2,Rejected at QC: damaged or below grade
6388,183,18,18,18,17,1,Rejected at QC: damaged or below grade
6389,184,18,20,20,20,0,
6390,185,18,21,21,21,0,
6391,181,19,26,26,24,2,Rejected at QC: damaged or below grade
6392,182,19,23,23,22,1,Rejected at QC: damaged or below grade
6393,183,19,24,24,23,1,Rejected at QC: damaged or below grade
6394,184,19,22,22,21,1,Rejected at QC: damaged or below grade
6395,185,19,20,20,19,1,Rejected at QC: damaged or below grade
6396,181,20,21,21,20,1,Rejected at QC: damaged or below grade
6397,182,20,26,26,25,1,Rejected at QC: damaged or below grade
6398,183,20,23,23,22,1,Rejected at QC: damaged or below grade
6399,184,20,22,22,21,1,Rejected at QC: damaged or below grade
6400,185,20,20,20,18,2,Rejected at QC: damaged or below grade
6401,181,21,18,18,17,1,Rejected at QC: damaged or below grade
6402,182,21,18,18,17,1,Rejected at QC: damaged or below grade
6403,183,21,18,18,17,1,Rejected at QC: damaged or below grade
6404,184,21,20,20,19,1,Rejected at QC: damaged or below grade
6405,185,21,17,17,16,1,Rejected at QC: damaged or below grade
6406,181,22,23,23,21,2,Rejected at QC: damaged or below grade
6407,182,22,28,28,27,1,Rejected at QC: damaged or below grade
6408,183,22,24,24,23,1,Rejected at QC: damaged or below grade
6409,184,22,21,21,20,1,Rejected at QC: damaged or below grade
6410,185,22,25,25,23,2,Rejected at QC: damaged or below grade
6411,181,23,18,18,17,1,Rejected at QC: damaged or below grade
6412,182,23,18,18,17,1,Rejected at QC: damaged or below grade
6413,183,23,20,20,19,1,Rejected at QC: damaged or below grade
6414,184,23,17,17,17,0,
6415,185,23,23,23,22,1,Rejected at QC: damaged or below grade
6416,181,24,19,19,18,1,Rejected at QC: damaged or below grade
6417,182,24,22,22,21,1,Rejected at QC: damaged or below grade
6418,183,24,24,24,22,2,Rejected at QC: damaged or below grade
6419,184,24,21,21,20,1,Rejected at QC: damaged or below grade
6420,185,24,18,18,17,1,Rejected at QC: damaged or below grade
6421,181,25,19,19,18,1,Rejected at QC: damaged or below grade
6422,182,25,18,18,17,1,Rejected at QC: damaged or below grade
6423,183,25,22,22,21,1,Rejected at QC: damaged or below grade
6424,184,25,23,23,22,1,Rejected at QC: damaged or below grade
6425,185,25,18,18,17,1,Rejected at QC: damaged or below grade
6426,181,26,23,23,22,1,Rejected at QC: damaged or below grade
6427,182,26,23,23,21,2,Rejected at QC: damaged or below grade
6428,183,26,24,24,23,1,Rejected at QC: damaged or below grade
6429,184,26,23,23,23,0,
6430,185,26,28,28,26,2,Rejected at QC: damaged or below grade
6431,181,27,19,19,18,1,Rejected at QC: damaged or below grade
6432,182,27,23,23,22,1,Rejected at QC: damaged or below grade
6433,183,27,25,25,23,2,Rejected at QC: damaged or below grade
6434,184,27,23,23,22,1,Rejected at QC: damaged or below grade
6435,185,27,22,22,21,1,Rejected at QC: damaged or below grade
6436,181,28,23,23,22,1,Rejected at QC: damaged or below grade
6437,182,28,23,23,22,1,Rejected at QC: damaged or below grade
6438,183,28,25,25,23,2,Rejected at QC: damaged or below grade
6439,184,28,25,25,24,1,Rejected at QC: damaged or below grade
6440,185,28,28,28,27,1,Rejected at QC: damaged or below grade
6441,181,29,15,15,14,1,Rejected at QC: damaged or below grade
6442,182,29,18,18,17,1,Rejected at QC: damaged or below grade
6443,183,29,16,16,15,1,Rejected at QC: damaged or below grade
6444,184,29,20,20,19,1,Rejected at QC: damaged or below grade
6445,185,29,17,17,16,1,Rejected at QC: damaged or below grade
6446,181,30,25,25,24,1,Rejected at QC: damaged or below grade
6447,182,30,24,24,23,1,Rejected at QC: damaged or below grade
6448,183,30,19,19,18,1,Rejected at QC: damaged or below grade
6449,184,30,20,20,19,1,Rejected at QC: damaged or below grade
6450,185,30,22,22,21,1,Rejected at QC: damaged or below grade
6451,181,31,22,22,21,1,Rejected at QC: damaged or below grade
6452,182,31,20,20,19,1,Rejected at QC: damaged or below grade
6453,183,31,22,22,20,2,Rejected at QC: damaged or below grade
6454,184,31,23,23,22,1,Rejected at QC: damaged or below grade
6455,185,31,17,17,17,0,
6456,181,32,21,21,20,1,Rejected at QC: damaged or below grade
6457,182,32,25,25,24,1,Rejected at QC: damaged or below grade
6458,183,32,27,27,26,1,Rejected at QC: damaged or below grade
6459,184,32,23,23,22,1,Rejected at QC: damaged or below grade
6460,185,32,20,20,19,1,Rejected at QC: damaged or below grade
6461,181,33,31,31,30,1,Rejected at QC: damaged or below grade
6462,182,33,26,26,24,2,Rejected at QC: damaged or below grade
6463,183,33,24,24,23,1,Rejected at QC: damaged or below grade
6464,184,33,27,27,26,1,Rejected at QC: damaged or below grade
6465,185,33,28,28,27,1,Rejected at QC: damaged or below grade
6466,181,34,29,29,27,2,Rejected at QC: damaged or below grade
6467,182,34,26,26,24,2,Rejected at QC: damaged or below grade
6468,183,34,27,27,26,1,Rejected at QC: damaged or below grade
6469,184,34,23,23,22,1,Rejected at QC: damaged or below grade
6470,185,34,21,21,20,1,Rejected at QC: damaged or below grade
6471,181,35,20,20,20,0,
6472,182,35,19,19,18,1,Rejected at QC: damaged or below grade
6473,183,35,20,20,19,1,Rejected at QC: damaged or below grade
6474,184,35,25,25,23,2,Rejected at QC: damaged or below grade
6475,185,35,20,20,19,1,Rejected at QC: damaged or below grade
6476,186,1,31,31,30,1,Rejected at QC: damaged or below grade
6477,187,1,28,28,27,1,Rejected at QC: damaged or below grade
6478,188,1,29,29,27,2,Rejected at QC: damaged or below grade
6479,189,1,30,30,29,1,Rejected at QC: damaged or below grade
6480,190,1,32,32,31,1,Rejected at QC: damaged or below grade
6481,186,2,20,20,18,2,Rejected at QC: damaged or below grade
6482,187,2,22,22,21,1,Rejected at QC: damaged or below grade
6483,188,2,21,21,19,2,Rejected at QC: damaged or below grade
6484,189,2,21,21,20,1,Rejected at QC: damaged or below grade
6485,190,2,24,24,23,1,Rejected at QC: damaged or below grade
6486,186,3,18,18,17,1,Rejected at QC: damaged or below grade
6487,187,3,18,18,18,0,
6488,188,3,22,22,21,1,Rejected at QC: damaged or below grade
6489,189,3,25,25,24,1,Rejected at QC: damaged or below grade
6490,190,3,19,19,18,1,Rejected at QC: damaged or below grade
6491,186,4,26,26,25,1,Rejected at QC: damaged or below grade
6492,187,4,25,25,23,2,Rejected at QC: damaged or below grade
6493,188,4,25,25,24,1,Rejected at QC: damaged or below grade
6494,189,4,25,25,23,2,Rejected at QC: damaged or below grade
6495,190,4,22,22,21,1,Rejected at QC: damaged or below grade
6496,186,5,23,23,22,1,Rejected at QC: damaged or below grade
6497,187,5,27,27,26,1,Rejected at QC: damaged or below grade
6498,188,5,21,21,20,1,Rejected at QC: damaged or below grade
6499,189,5,30,30,29,1,Rejected at QC: damaged or below grade
6500,190,5,23,23,22,1,Rejected at QC: damaged or below grade
6501,186,6,19,19,18,1,Rejected at QC: damaged or below grade
6502,187,6,15,15,14,1,Rejected at QC: damaged or below grade
6503,188,6,19,19,18,1,Rejected at QC: damaged or below grade
6504,189,6,17,17,16,1,Rejected at QC: damaged or below grade
6505,190,6,18,18,17,1,Rejected at QC: damaged or below grade
6506,186,7,19,19,18,1,Rejected at QC: damaged or below grade
6507,187,7,19,19,18,1,Rejected at QC: damaged or below grade
6508,188,7,19,19,18,1,Rejected at QC: damaged or below grade
6509,189,7,19,19,18,1,Rejected at QC: damaged or below grade
6510,190,7,14,14,13,1,Rejected at QC: damaged or below grade
6511,186,8,18,18,17,1,Rejected at QC: damaged or below grade
6512,187,8,18,18,17,1,Rejected at QC: damaged or below grade
6513,188,8,20,20,19,1,Rejected at QC: damaged or below grade
6514,189,8,21,21,19,2,Rejected at QC: damaged or below grade
6515,190,8,21,21,19,2,Rejected at QC: damaged or below grade
6516,186,9,25,25,24,1,Rejected at QC: damaged or below grade
6517,187,9,21,21,21,0,
6518,188,9,21,21,21,0,
6519,189,9,24,24,23,1,Rejected at QC: damaged or below grade
6520,190,9,23,23,22,1,Rejected at QC: damaged or below grade
6521,186,10,25,25,23,2,Rejected at QC: damaged or below grade
6522,187,10,21,21,20,1,Rejected at QC: damaged or below grade
6523,188,10,22,22,21,1,Rejected at QC: damaged or below grade
6524,189,10,25,25,24,1,Rejected at QC: damaged or below grade
6525,190,10,30,30,29,1,Rejected at QC: damaged or below grade
6526,186,11,24,24,23,1,Rejected at QC: damaged or below grade
6527,187,11,24,24,23,1,Rejected at QC: damaged or below grade
6528,188,11,30,30,28,2,Rejected at QC: damaged or below grade
6529,189,11,30,30,29,1,Rejected at QC: damaged or below grade
6530,190,11,27,27,26,1,Rejected at QC: damaged or below grade
6531,186,12,14,14,13,1,Rejected at QC: damaged or below grade
6532,187,12,17,17,16,1,Rejected at QC: damaged or below grade
6533,188,12,18,18,17,1,Rejected at QC: damaged or below grade
6534,189,12,18,18,17,1,Rejected at QC: damaged or below grade
6535,190,12,16,16,15,1,Rejected at QC: damaged or below grade
6536,186,13,29,29,28,1,Rejected at QC: damaged or below grade
6537,187,13,26,26,24,2,Rejected at QC: damaged or below grade
6538,188,13,27,27,26,1,Rejected at QC: damaged or below grade
6539,189,13,24,24,22,2,Rejected at QC: damaged or below grade
6540,190,13,32,32,31,1,Rejected at QC: damaged or below grade
6541,186,14,18,18,17,1,Rejected at QC: damaged or below grade
6542,187,14,20,20,19,1,Rejected at QC: damaged or below grade
6543,188,14,18,18,17,1,Rejected at QC: damaged or below grade
6544,189,14,17,17,16,1,Rejected at QC: damaged or below grade
6545,190,14,17,17,16,1,Rejected at QC: damaged or below grade
6546,186,15,27,27,25,2,Rejected at QC: damaged or below grade
6547,187,15,23,23,22,1,Rejected at QC: damaged or below grade
6548,188,15,24,24,23,1,Rejected at QC: damaged or below grade
6549,189,15,23,23,21,2,Rejected at QC: damaged or below grade
6550,190,15,28,28,27,1,Rejected at QC: damaged or below grade
6551,186,16,17,17,16,1,Rejected at QC: damaged or below grade
6552,187,16,21,21,20,1,Rejected at QC: damaged or below grade
6553,188,16,20,20,20,0,
6554,189,16,17,17,16,1,Rejected at QC: damaged or below grade
6555,190,16,20,20,19,1,Rejected at QC: damaged or below grade
6556,186,17,23,23,22,1,Rejected at QC: damaged or below grade
6557,187,17,28,28,27,1,Rejected at QC: damaged or below grade
6558,188,17,26,26,25,1,Rejected at QC: damaged or below grade
6559,189,17,26,26,25,1,Rejected at QC: damaged or below grade
6560,190,17,22,22,21,1,Rejected at QC: damaged or below grade
6561,186,18,19,19,18,1,Rejected at QC: damaged or below grade
6562,187,18,22,22,20,2,Rejected at QC: damaged or below grade
6563,188,18,20,20,20,0,
6564,189,18,26,26,24,2,Rejected at QC: damaged or below grade
6565,190,18,22,22,21,1,Rejected at QC: damaged or below grade
6566,186,19,22,22,21,1,Rejected at QC: damaged or below grade
6567,187,19,25,25,23,2,Rejected at QC: damaged or below grade
6568,188,19,28,28,27,1,Rejected at QC: damaged or below grade
6569,189,19,22,22,21,1,Rejected at QC: damaged or below grade
6570,190,19,25,25,24,1,Rejected at QC: damaged or below grade
6571,186,20,18,18,18,0,
6572,187,20,21,21,20,1,Rejected at QC: damaged or below grade
6573,188,20,25,25,24,1,Rejected at QC: damaged or below grade
6574,189,20,23,23,22,1,Rejected at QC: damaged or below grade
6575,190,20,21,21,20,1,Rejected at QC: damaged or below grade
6576,186,21,23,23,22,1,Rejected at QC: damaged or below grade
6577,187,21,22,22,20,2,Rejected at QC: damaged or below grade
6578,188,21,20,20,20,0,
6579,189,21,15,15,15,0,
6580,190,21,21,21,20,1,Rejected at QC: damaged or below grade
6581,186,22,24,24,23,1,Rejected at QC: damaged or below grade
6582,187,22,25,25,24,1,Rejected at QC: damaged or below grade
6583,188,22,23,23,21,2,Rejected at QC: damaged or below grade
6584,189,22,32,32,31,1,Rejected at QC: damaged or below grade
6585,190,22,26,26,25,1,Rejected at QC: damaged or below grade
6586,186,23,20,20,19,1,Rejected at QC: damaged or below grade
6587,187,23,20,20,19,1,Rejected at QC: damaged or below grade
6588,188,23,22,22,21,1,Rejected at QC: damaged or below grade
6589,189,23,25,25,24,1,Rejected at QC: damaged or below grade
6590,190,23,24,24,23,1,Rejected at QC: damaged or below grade
6591,186,24,25,25,23,2,Rejected at QC: damaged or below grade
6592,187,24,20,20,20,0,
6593,188,24,27,27,26,1,Rejected at QC: damaged or below grade
6594,189,24,23,23,22,1,Rejected at QC: damaged or below grade
6595,190,24,22,22,21,1,Rejected at QC: damaged or below grade
6596,186,25,27,27,26,1,Rejected at QC: damaged or below grade
6597,187,25,22,22,20,2,Rejected at QC: damaged or below grade
6598,188,25,27,27,26,1,Rejected at QC: damaged or below grade
6599,189,25,25,25,23,2,Rejected at QC: damaged or below grade
6600,190,25,24,24,23,1,Rejected at QC: damaged or below grade
6601,186,26,26,26,25,1,Rejected at QC: damaged or below grade
6602,187,26,25,25,24,1,Rejected at QC: damaged or below grade
6603,188,26,19,19,18,1,Rejected at QC: damaged or below grade
6604,189,26,24,24,23,1,Rejected at QC: damaged or below grade
6605,190,26,22,22,21,1,Rejected at QC: damaged or below grade
6606,186,27,21,21,20,1,Rejected at QC: damaged or below grade
6607,187,27,26,26,25,1,Rejected at QC: damaged or below grade
6608,188,27,21,21,20,1,Rejected at QC: damaged or below grade
6609,189,27,27,27,26,1,Rejected at QC: damaged or below grade
6610,190,27,24,24,23,1,Rejected at QC: damaged or below grade
6611,186,28,23,23,22,1,Rejected at QC: damaged or below grade
